method,budget,metric,error_kcal_mol,cumulative_fraction,profile_count
learned_active,6,barrier_abs_error,0.0,0.531,1000
learned_active,6,barrier_abs_error,0.0,0.532,1000
learned_active,6,barrier_abs_error,0.0,0.533,1000
learned_active,6,barrier_abs_error,0.0,0.534,1000
learned_active,6,barrier_abs_error,0.0,0.535,1000
learned_active,6,barrier_abs_error,0.0,0.536,1000
learned_active,6,barrier_abs_error,0.0,0.537,1000
learned_active,6,barrier_abs_error,0.0,0.538,1000
learned_active,6,barrier_abs_error,0.0,0.539,1000
learned_active,6,barrier_abs_error,0.0,0.54,1000
learned_active,6,barrier_abs_error,0.0,0.541,1000
learned_active,6,barrier_abs_error,0.0,0.542,1000
learned_active,6,barrier_abs_error,0.0,0.543,1000
learned_active,6,barrier_abs_error,0.0,0.544,1000
learned_active,6,barrier_abs_error,0.0,0.545,1000
learned_active,6,barrier_abs_error,0.0,0.546,1000
learned_active,6,barrier_abs_error,0.0,0.547,1000
learned_active,6,barrier_abs_error,0.0,0.548,1000
learned_active,6,barrier_abs_error,0.0,0.549,1000
learned_active,6,barrier_abs_error,0.0,0.55,1000
learned_active,6,barrier_abs_error,0.0,0.551,1000
learned_active,6,barrier_abs_error,0.0,0.552,1000
learned_active,6,barrier_abs_error,0.0,0.553,1000
learned_active,6,barrier_abs_error,0.0,0.554,1000
learned_active,6,barrier_abs_error,0.0,0.555,1000
learned_active,6,barrier_abs_error,0.0,0.556,1000
learned_active,6,barrier_abs_error,0.0,0.557,1000
learned_active,6,barrier_abs_error,0.0,0.558,1000
learned_active,6,barrier_abs_error,0.0,0.559,1000
learned_active,6,barrier_abs_error,0.0,0.56,1000
learned_active,6,barrier_abs_error,0.0,0.561,1000
learned_active,6,barrier_abs_error,0.0,0.562,1000
learned_active,6,barrier_abs_error,0.0,0.563,1000
learned_active,6,barrier_abs_error,0.0,0.564,1000
learned_active,6,barrier_abs_error,0.0,0.565,1000
learned_active,6,barrier_abs_error,0.0,0.566,1000
learned_active,6,barrier_abs_error,0.0,0.567,1000
learned_active,6,barrier_abs_error,0.0,0.568,1000
learned_active,6,barrier_abs_error,0.0,0.569,1000
learned_active,6,barrier_abs_error,0.0,0.57,1000
learned_active,6,barrier_abs_error,0.0,0.571,1000
learned_active,6,barrier_abs_error,0.0,0.572,1000
learned_active,6,barrier_abs_error,0.0,0.573,1000
learned_active,6,barrier_abs_error,0.0,0.574,1000
learned_active,6,barrier_abs_error,0.0,0.575,1000
learned_active,6,barrier_abs_error,0.0,0.576,1000
learned_active,6,barrier_abs_error,0.0,0.577,1000
learned_active,6,barrier_abs_error,0.0,0.578,1000
learned_active,6,barrier_abs_error,0.0,0.579,1000
learned_active,6,barrier_abs_error,0.0,0.58,1000
learned_active,6,barrier_abs_error,0.0,0.581,1000
learned_active,6,barrier_abs_error,0.0,0.582,1000
learned_active,6,barrier_abs_error,0.0,0.583,1000
learned_active,6,barrier_abs_error,0.0,0.584,1000
learned_active,6,barrier_abs_error,0.0,0.585,1000
learned_active,6,barrier_abs_error,0.0,0.586,1000
learned_active,6,barrier_abs_error,0.0,0.587,1000
learned_active,6,barrier_abs_error,0.0,0.588,1000
learned_active,6,barrier_abs_error,0.0,0.589,1000
learned_active,6,barrier_abs_error,0.0,0.59,1000
learned_active,6,barrier_abs_error,0.0,0.591,1000
learned_active,6,barrier_abs_error,0.0,0.592,1000
learned_active,6,barrier_abs_error,0.0,0.593,1000
learned_active,6,barrier_abs_error,0.0,0.594,1000
learned_active,6,barrier_abs_error,0.0,0.595,1000
learned_active,6,barrier_abs_error,0.0,0.596,1000
learned_active,6,barrier_abs_error,0.0,0.597,1000
learned_active,6,barrier_abs_error,0.0,0.598,1000
learned_active,6,barrier_abs_error,0.0,0.599,1000
learned_active,6,barrier_abs_error,0.0,0.6,1000
learned_active,6,barrier_abs_error,0.0,0.601,1000
learned_active,6,barrier_abs_error,0.0,0.602,1000
learned_active,6,barrier_abs_error,0.0,0.603,1000
learned_active,6,barrier_abs_error,0.0,0.604,1000
learned_active,6,barrier_abs_error,0.0,0.605,1000
learned_active,6,barrier_abs_error,0.0,0.606,1000
learned_active,6,barrier_abs_error,0.0,0.607,1000
learned_active,6,barrier_abs_error,0.000408560911147,0.608,1000
learned_active,6,barrier_abs_error,0.0016806145040852,0.609,1000
learned_active,6,barrier_abs_error,0.002140219663536,0.61,1000
learned_active,6,barrier_abs_error,0.0035302690537619,0.611,1000
learned_active,6,barrier_abs_error,0.0035681362419026,0.612,1000
learned_active,6,barrier_abs_error,0.0036395420912942,0.613,1000
learned_active,6,barrier_abs_error,0.003958992199557,0.614,1000
learned_active,6,barrier_abs_error,0.0041534174680073,0.615,1000
learned_active,6,barrier_abs_error,0.0043361813250193,0.616,1000
learned_active,6,barrier_abs_error,0.0044179589899853,0.617,1000
learned_active,6,barrier_abs_error,0.0052488901864258,0.618,1000
learned_active,6,barrier_abs_error,0.0056412751741135,0.619,1000
learned_active,6,barrier_abs_error,0.0057136435497628,0.62,1000
learned_active,6,barrier_abs_error,0.0065548108149284,0.621,1000
learned_active,6,barrier_abs_error,0.008294805606039,0.622,1000
learned_active,6,barrier_abs_error,0.0090045188823104,0.623,1000
learned_active,6,barrier_abs_error,0.0092072833889123,0.624,1000
learned_active,6,barrier_abs_error,0.0092910921973523,0.625,1000
learned_active,6,barrier_abs_error,0.0101789348538599,0.626,1000
learned_active,6,barrier_abs_error,0.0102662566809783,0.627,1000
learned_active,6,barrier_abs_error,0.0112177965799036,0.628,1000
learned_active,6,barrier_abs_error,0.0118527735916522,0.629,1000
learned_active,6,barrier_abs_error,0.0119794176883978,0.63,1000
learned_active,6,barrier_abs_error,0.0136360875093939,0.631,1000
learned_active,6,barrier_abs_error,0.0137053170825751,0.632,1000
learned_active,6,barrier_abs_error,0.0152160689126219,0.633,1000
learned_active,6,barrier_abs_error,0.0155411570529331,0.634,1000
learned_active,6,barrier_abs_error,0.015625,0.635,1000
learned_active,6,barrier_abs_error,0.0158544358865171,0.636,1000
learned_active,6,barrier_abs_error,0.0158923311909404,0.637,1000
learned_active,6,barrier_abs_error,0.0163620699348552,0.638,1000
learned_active,6,barrier_abs_error,0.0166404023646684,0.639,1000
learned_active,6,barrier_abs_error,0.0168644212007098,0.64,1000
learned_active,6,barrier_abs_error,0.0179967431565915,0.641,1000
learned_active,6,barrier_abs_error,0.0191090294254587,0.642,1000
learned_active,6,barrier_abs_error,0.0195377226355102,0.643,1000
learned_active,6,barrier_abs_error,0.0205896684258259,0.644,1000
learned_active,6,barrier_abs_error,0.0214507955227136,0.645,1000
learned_active,6,barrier_abs_error,0.0215115064591273,0.646,1000
learned_active,6,barrier_abs_error,0.0228353255760147,0.647,1000
learned_active,6,barrier_abs_error,0.023628790796188,0.648,1000
learned_active,6,barrier_abs_error,0.0237613509572334,0.649,1000
learned_active,6,barrier_abs_error,0.024115663599538,0.65,1000
learned_active,6,barrier_abs_error,0.0242725944947688,0.651,1000
learned_active,6,barrier_abs_error,0.0244149105802575,0.652,1000
learned_active,6,barrier_abs_error,0.024540397248014,0.653,1000
learned_active,6,barrier_abs_error,0.024943312785048,0.654,1000
learned_active,6,barrier_abs_error,0.0251272661966179,0.655,1000
learned_active,6,barrier_abs_error,0.0255900349083018,0.656,1000
learned_active,6,barrier_abs_error,0.0278485288233572,0.657,1000
learned_active,6,barrier_abs_error,0.029878150223503,0.658,1000
learned_active,6,barrier_abs_error,0.0299286968687528,0.659,1000
learned_active,6,barrier_abs_error,0.0306408862484914,0.66,1000
learned_active,6,barrier_abs_error,0.031038146348731,0.661,1000
learned_active,6,barrier_abs_error,0.0311451952917893,0.662,1000
learned_active,6,barrier_abs_error,0.03125,0.663,1000
learned_active,6,barrier_abs_error,0.03125,0.664,1000
learned_active,6,barrier_abs_error,0.03125,0.665,1000
learned_active,6,barrier_abs_error,0.03125,0.666,1000
learned_active,6,barrier_abs_error,0.03125,0.667,1000
learned_active,6,barrier_abs_error,0.03125,0.668,1000
learned_active,6,barrier_abs_error,0.03125,0.669,1000
learned_active,6,barrier_abs_error,0.03125,0.67,1000
learned_active,6,barrier_abs_error,0.03125,0.671,1000
learned_active,6,barrier_abs_error,0.03125,0.672,1000
learned_active,6,barrier_abs_error,0.03125,0.673,1000
learned_active,6,barrier_abs_error,0.03125,0.674,1000
learned_active,6,barrier_abs_error,0.03125,0.675,1000
learned_active,6,barrier_abs_error,0.032241050612189,0.676,1000
learned_active,6,barrier_abs_error,0.032355957884711,0.677,1000
learned_active,6,barrier_abs_error,0.0323781235866373,0.678,1000
learned_active,6,barrier_abs_error,0.0326875427610726,0.679,1000
learned_active,6,barrier_abs_error,0.0333658513597825,0.68,1000
learned_active,6,barrier_abs_error,0.0338265760171303,0.681,1000
learned_active,6,barrier_abs_error,0.03409175488013,0.682,1000
learned_active,6,barrier_abs_error,0.0352657009631265,0.683,1000
learned_active,6,barrier_abs_error,0.0355540734432953,0.684,1000
learned_active,6,barrier_abs_error,0.0362906054943561,0.685,1000
learned_active,6,barrier_abs_error,0.0367575872476635,0.686,1000
learned_active,6,barrier_abs_error,0.0369618363603496,0.687,1000
learned_active,6,barrier_abs_error,0.0370565066437897,0.688,1000
learned_active,6,barrier_abs_error,0.0372489326847702,0.689,1000
learned_active,6,barrier_abs_error,0.0383736072354761,0.69,1000
learned_active,6,barrier_abs_error,0.0391531478529687,0.691,1000
learned_active,6,barrier_abs_error,0.0393029874378001,0.692,1000
learned_active,6,barrier_abs_error,0.0399497108046276,0.693,1000
learned_active,6,barrier_abs_error,0.0403179460303597,0.694,1000
learned_active,6,barrier_abs_error,0.0410810978907889,0.695,1000
learned_active,6,barrier_abs_error,0.0414085563762505,0.696,1000
learned_active,6,barrier_abs_error,0.0447806380715389,0.697,1000
learned_active,6,barrier_abs_error,0.0450484956867733,0.698,1000
learned_active,6,barrier_abs_error,0.0457386432212341,0.699,1000
learned_active,6,barrier_abs_error,0.045981424246527,0.7,1000
learned_active,6,barrier_abs_error,0.0466882809633837,0.701,1000
learned_active,6,barrier_abs_error,0.04727787845039,0.702,1000
learned_active,6,barrier_abs_error,0.0486896170602193,0.703,1000
learned_active,6,barrier_abs_error,0.0505027144800607,0.704,1000
learned_active,6,barrier_abs_error,0.0505054441558758,0.705,1000
learned_active,6,barrier_abs_error,0.0506171139794844,0.706,1000
learned_active,6,barrier_abs_error,0.0513387627939003,0.707,1000
learned_active,6,barrier_abs_error,0.0525896398483176,0.708,1000
learned_active,6,barrier_abs_error,0.0526904450520397,0.709,1000
learned_active,6,barrier_abs_error,0.0527078594898513,0.71,1000
learned_active,6,barrier_abs_error,0.054071636350331,0.711,1000
learned_active,6,barrier_abs_error,0.0544090297942294,0.712,1000
learned_active,6,barrier_abs_error,0.0546796315674846,0.713,1000
learned_active,6,barrier_abs_error,0.0551389358301896,0.714,1000
learned_active,6,barrier_abs_error,0.0553993114140496,0.715,1000
learned_active,6,barrier_abs_error,0.0556219969711087,0.716,1000
learned_active,6,barrier_abs_error,0.0573682253290357,0.717,1000
learned_active,6,barrier_abs_error,0.0583437003237055,0.718,1000
learned_active,6,barrier_abs_error,0.0588807224726046,0.719,1000
learned_active,6,barrier_abs_error,0.0600973727141747,0.72,1000
learned_active,6,barrier_abs_error,0.0608788679468439,0.721,1000
learned_active,6,barrier_abs_error,0.0615119732819842,0.722,1000
learned_active,6,barrier_abs_error,0.0616743881149464,0.723,1000
learned_active,6,barrier_abs_error,0.0625,0.724,1000
learned_active,6,barrier_abs_error,0.0625,0.725,1000
learned_active,6,barrier_abs_error,0.0625,0.726,1000
learned_active,6,barrier_abs_error,0.0625,0.727,1000
learned_active,6,barrier_abs_error,0.0625,0.728,1000
learned_active,6,barrier_abs_error,0.0625,0.729,1000
learned_active,6,barrier_abs_error,0.0625,0.73,1000
learned_active,6,barrier_abs_error,0.0625,0.731,1000
learned_active,6,barrier_abs_error,0.0625,0.732,1000
learned_active,6,barrier_abs_error,0.0625,0.733,1000
learned_active,6,barrier_abs_error,0.0625,0.734,1000
learned_active,6,barrier_abs_error,0.0625,0.735,1000
learned_active,6,barrier_abs_error,0.0625,0.736,1000
learned_active,6,barrier_abs_error,0.0625,0.737,1000
learned_active,6,barrier_abs_error,0.0625,0.738,1000
learned_active,6,barrier_abs_error,0.0625,0.739,1000
learned_active,6,barrier_abs_error,0.0625,0.74,1000
learned_active,6,barrier_abs_error,0.0625,0.741,1000
learned_active,6,barrier_abs_error,0.0625,0.742,1000
learned_active,6,barrier_abs_error,0.0625,0.743,1000
learned_active,6,barrier_abs_error,0.0625,0.744,1000
learned_active,6,barrier_abs_error,0.0625,0.745,1000
learned_active,6,barrier_abs_error,0.0625,0.746,1000
learned_active,6,barrier_abs_error,0.0631470498671546,0.747,1000
learned_active,6,barrier_abs_error,0.0651676658528348,0.748,1000
learned_active,6,barrier_abs_error,0.0656927610045867,0.749,1000
learned_active,6,barrier_abs_error,0.0679259210809632,0.75,1000
learned_active,6,barrier_abs_error,0.0684972771922929,0.751,1000
learned_active,6,barrier_abs_error,0.0711709371013267,0.752,1000
learned_active,6,barrier_abs_error,0.0713277697290593,0.753,1000
learned_active,6,barrier_abs_error,0.0718731729165504,0.754,1000
learned_active,6,barrier_abs_error,0.0749606780663256,0.755,1000
learned_active,6,barrier_abs_error,0.0752831038764618,0.756,1000
learned_active,6,barrier_abs_error,0.0762966422787183,0.757,1000
learned_active,6,barrier_abs_error,0.0777258604027135,0.758,1000
learned_active,6,barrier_abs_error,0.0795308746931375,0.759,1000
learned_active,6,barrier_abs_error,0.0801914016078413,0.76,1000
learned_active,6,barrier_abs_error,0.0802781567722803,0.761,1000
learned_active,6,barrier_abs_error,0.0810711482932617,0.762,1000
learned_active,6,barrier_abs_error,0.0824720316949374,0.763,1000
learned_active,6,barrier_abs_error,0.0843802286154762,0.764,1000
learned_active,6,barrier_abs_error,0.084679679886964,0.765,1000
learned_active,6,barrier_abs_error,0.0849328963494429,0.766,1000
learned_active,6,barrier_abs_error,0.085084571349582,0.767,1000
learned_active,6,barrier_abs_error,0.0853007720641274,0.768,1000
learned_active,6,barrier_abs_error,0.0855005251972276,0.769,1000
learned_active,6,barrier_abs_error,0.086056630714026,0.77,1000
learned_active,6,barrier_abs_error,0.0869725347777039,0.771,1000
learned_active,6,barrier_abs_error,0.0871946417433955,0.772,1000
learned_active,6,barrier_abs_error,0.0880045662089585,0.773,1000
learned_active,6,barrier_abs_error,0.0906557182427105,0.774,1000
learned_active,6,barrier_abs_error,0.0909694727416425,0.775,1000
learned_active,6,barrier_abs_error,0.0928891217020648,0.776,1000
learned_active,6,barrier_abs_error,0.09375,0.777,1000
learned_active,6,barrier_abs_error,0.09375,0.778,1000
learned_active,6,barrier_abs_error,0.09375,0.779,1000
learned_active,6,barrier_abs_error,0.09375,0.78,1000
learned_active,6,barrier_abs_error,0.09375,0.781,1000
learned_active,6,barrier_abs_error,0.09375,0.782,1000
learned_active,6,barrier_abs_error,0.09375,0.783,1000
learned_active,6,barrier_abs_error,0.09375,0.784,1000
learned_active,6,barrier_abs_error,0.0942685849534576,0.785,1000
learned_active,6,barrier_abs_error,0.0958792357678,0.786,1000
learned_active,6,barrier_abs_error,0.0991805415993996,0.787,1000
learned_active,6,barrier_abs_error,0.0993968689205067,0.788,1000
learned_active,6,barrier_abs_error,0.0996009898942542,0.789,1000
learned_active,6,barrier_abs_error,0.1006809601331717,0.79,1000
learned_active,6,barrier_abs_error,0.1011069742436934,0.791,1000
learned_active,6,barrier_abs_error,0.1061169721638872,0.792,1000
learned_active,6,barrier_abs_error,0.1065967923785162,0.793,1000
learned_active,6,barrier_abs_error,0.1103687616671447,0.794,1000
learned_active,6,barrier_abs_error,0.1105882142698817,0.795,1000
learned_active,6,barrier_abs_error,0.1119267521774678,0.796,1000
learned_active,6,barrier_abs_error,0.1134660025119238,0.797,1000
learned_active,6,barrier_abs_error,0.1144290658137876,0.798,1000
learned_active,6,barrier_abs_error,0.116436478781944,0.799,1000
learned_active,6,barrier_abs_error,0.1192460037598941,0.8,1000
learned_active,6,barrier_abs_error,0.1212062116418444,0.801,1000
learned_active,6,barrier_abs_error,0.1225401575962585,0.802,1000
learned_active,6,barrier_abs_error,0.1228709777289227,0.803,1000
learned_active,6,barrier_abs_error,0.123516277938001,0.804,1000
learned_active,6,barrier_abs_error,0.1238345361485819,0.805,1000
learned_active,6,barrier_abs_error,0.125,0.806,1000
learned_active,6,barrier_abs_error,0.125,0.807,1000
learned_active,6,barrier_abs_error,0.125,0.808,1000
learned_active,6,barrier_abs_error,0.125,0.809,1000
learned_active,6,barrier_abs_error,0.125,0.81,1000
learned_active,6,barrier_abs_error,0.125,0.811,1000
learned_active,6,barrier_abs_error,0.125,0.812,1000
learned_active,6,barrier_abs_error,0.125,0.813,1000
learned_active,6,barrier_abs_error,0.125,0.814,1000
learned_active,6,barrier_abs_error,0.125,0.815,1000
learned_active,6,barrier_abs_error,0.125,0.816,1000
learned_active,6,barrier_abs_error,0.125,0.817,1000
learned_active,6,barrier_abs_error,0.125,0.818,1000
learned_active,6,barrier_abs_error,0.125,0.819,1000
learned_active,6,barrier_abs_error,0.125,0.82,1000
learned_active,6,barrier_abs_error,0.125,0.821,1000
learned_active,6,barrier_abs_error,0.125,0.822,1000
learned_active,6,barrier_abs_error,0.125,0.823,1000
learned_active,6,barrier_abs_error,0.125,0.824,1000
learned_active,6,barrier_abs_error,0.125,0.825,1000
learned_active,6,barrier_abs_error,0.1283165430271502,0.826,1000
learned_active,6,barrier_abs_error,0.1298458195029397,0.827,1000
learned_active,6,barrier_abs_error,0.1309554460485209,0.828,1000
learned_active,6,barrier_abs_error,0.1334873549343243,0.829,1000
learned_active,6,barrier_abs_error,0.133759031883951,0.83,1000
learned_active,6,barrier_abs_error,0.1358091428288652,0.831,1000
learned_active,6,barrier_abs_error,0.1408652801612113,0.832,1000
learned_active,6,barrier_abs_error,0.1410495416386066,0.833,1000
learned_active,6,barrier_abs_error,0.1419249759450558,0.834,1000
learned_active,6,barrier_abs_error,0.1454829418831522,0.835,1000
learned_active,6,barrier_abs_error,0.1455129464375257,0.836,1000
learned_active,6,barrier_abs_error,0.1459088340757723,0.837,1000
learned_active,6,barrier_abs_error,0.1461226365800598,0.838,1000
learned_active,6,barrier_abs_error,0.1470967420078572,0.839,1000
learned_active,6,barrier_abs_error,0.1498422914741652,0.84,1000
learned_active,6,barrier_abs_error,0.1498752923815445,0.841,1000
learned_active,6,barrier_abs_error,0.1509036122423142,0.842,1000
learned_active,6,barrier_abs_error,0.1527614841325544,0.843,1000
learned_active,6,barrier_abs_error,0.1556220052738943,0.844,1000
learned_active,6,barrier_abs_error,0.15625,0.845,1000
learned_active,6,barrier_abs_error,0.15625,0.846,1000
learned_active,6,barrier_abs_error,0.1603634602227845,0.847,1000
learned_active,6,barrier_abs_error,0.1614669947111444,0.848,1000
learned_active,6,barrier_abs_error,0.162924379064826,0.849,1000
learned_active,6,barrier_abs_error,0.1700993896746574,0.85,1000
learned_active,6,barrier_abs_error,0.1705714002024052,0.851,1000
learned_active,6,barrier_abs_error,0.1715094294111985,0.852,1000
learned_active,6,barrier_abs_error,0.1749084905150013,0.853,1000
learned_active,6,barrier_abs_error,0.1782573678507297,0.854,1000
learned_active,6,barrier_abs_error,0.1786989699096257,0.855,1000
learned_active,6,barrier_abs_error,0.1791907575358475,0.856,1000
learned_active,6,barrier_abs_error,0.1802950213115295,0.857,1000
learned_active,6,barrier_abs_error,0.1826791399443799,0.858,1000
learned_active,6,barrier_abs_error,0.1834965064885008,0.859,1000
learned_active,6,barrier_abs_error,0.1849608503573296,0.86,1000
learned_active,6,barrier_abs_error,0.1851948300805772,0.861,1000
learned_active,6,barrier_abs_error,0.1865281852258533,0.862,1000
learned_active,6,barrier_abs_error,0.1875,0.863,1000
learned_active,6,barrier_abs_error,0.1875,0.864,1000
learned_active,6,barrier_abs_error,0.1875,0.865,1000
learned_active,6,barrier_abs_error,0.1875,0.866,1000
learned_active,6,barrier_abs_error,0.1875,0.867,1000
learned_active,6,barrier_abs_error,0.1875,0.868,1000
learned_active,6,barrier_abs_error,0.1875,0.869,1000
learned_active,6,barrier_abs_error,0.1875,0.87,1000
learned_active,6,barrier_abs_error,0.1875,0.871,1000
learned_active,6,barrier_abs_error,0.1875,0.872,1000
learned_active,6,barrier_abs_error,0.1875,0.873,1000
learned_active,6,barrier_abs_error,0.1875,0.874,1000
learned_active,6,barrier_abs_error,0.1875,0.875,1000
learned_active,6,barrier_abs_error,0.1898957353329073,0.876,1000
learned_active,6,barrier_abs_error,0.1955904407270754,0.877,1000
learned_active,6,barrier_abs_error,0.1962715724983539,0.878,1000
learned_active,6,barrier_abs_error,0.1963594954939713,0.879,1000
learned_active,6,barrier_abs_error,0.197748706616025,0.88,1000
learned_active,6,barrier_abs_error,0.2026953076131405,0.881,1000
learned_active,6,barrier_abs_error,0.2066330983068454,0.882,1000
learned_active,6,barrier_abs_error,0.2089740938967974,0.883,1000
learned_active,6,barrier_abs_error,0.2120349089648385,0.884,1000
learned_active,6,barrier_abs_error,0.2122030847934048,0.885,1000
learned_active,6,barrier_abs_error,0.21875,0.886,1000
learned_active,6,barrier_abs_error,0.2262707765522744,0.887,1000
learned_active,6,barrier_abs_error,0.2351878695670972,0.888,1000
learned_active,6,barrier_abs_error,0.2411876021335572,0.889,1000
learned_active,6,barrier_abs_error,0.25,0.89,1000
learned_active,6,barrier_abs_error,0.25,0.891,1000
learned_active,6,barrier_abs_error,0.25,0.892,1000
learned_active,6,barrier_abs_error,0.25,0.893,1000
learned_active,6,barrier_abs_error,0.25,0.894,1000
learned_active,6,barrier_abs_error,0.25,0.895,1000
learned_active,6,barrier_abs_error,0.25,0.896,1000
learned_active,6,barrier_abs_error,0.25,0.897,1000
learned_active,6,barrier_abs_error,0.25,0.898,1000
learned_active,6,barrier_abs_error,0.25,0.899,1000
learned_active,6,barrier_abs_error,0.25,0.9,1000
learned_active,6,barrier_abs_error,0.25,0.901,1000
learned_active,6,barrier_abs_error,0.2507265226482076,0.902,1000
learned_active,6,barrier_abs_error,0.2541393344906879,0.903,1000
learned_active,6,barrier_abs_error,0.2553745646513974,0.904,1000
learned_active,6,barrier_abs_error,0.2628728355975838,0.905,1000
learned_active,6,barrier_abs_error,0.274118860365272,0.906,1000
learned_active,6,barrier_abs_error,0.28125,0.907,1000
learned_active,6,barrier_abs_error,0.28125,0.908,1000
learned_active,6,barrier_abs_error,0.28125,0.909,1000
learned_active,6,barrier_abs_error,0.2833787823552107,0.91,1000
learned_active,6,barrier_abs_error,0.2892962800762415,0.911,1000
learned_active,6,barrier_abs_error,0.291082198082659,0.912,1000
learned_active,6,barrier_abs_error,0.2955542578930838,0.913,1000
learned_active,6,barrier_abs_error,0.3031811515108611,0.914,1000
learned_active,6,barrier_abs_error,0.3125,0.915,1000
learned_active,6,barrier_abs_error,0.3125,0.916,1000
learned_active,6,barrier_abs_error,0.3125,0.917,1000
learned_active,6,barrier_abs_error,0.3152637595833027,0.918,1000
learned_active,6,barrier_abs_error,0.3236665995212799,0.919,1000
learned_active,6,barrier_abs_error,0.3500660097677333,0.92,1000
learned_active,6,barrier_abs_error,0.3522308242438718,0.921,1000
learned_active,6,barrier_abs_error,0.3593562580178719,0.922,1000
learned_active,6,barrier_abs_error,0.3716783774501806,0.923,1000
learned_active,6,barrier_abs_error,0.375,0.924,1000
learned_active,6,barrier_abs_error,0.375,0.925,1000
learned_active,6,barrier_abs_error,0.375,0.926,1000
learned_active,6,barrier_abs_error,0.3760413932477568,0.927,1000
learned_active,6,barrier_abs_error,0.3768020691587352,0.928,1000
learned_active,6,barrier_abs_error,0.3843015231639226,0.929,1000
learned_active,6,barrier_abs_error,0.3917737668867609,0.93,1000
learned_active,6,barrier_abs_error,0.3938490046051512,0.931,1000
learned_active,6,barrier_abs_error,0.4013234090077358,0.932,1000
learned_active,6,barrier_abs_error,0.4054259695253366,0.933,1000
learned_active,6,barrier_abs_error,0.40625,0.934,1000
learned_active,6,barrier_abs_error,0.4087582050479348,0.935,1000
learned_active,6,barrier_abs_error,0.4140221351142106,0.936,1000
learned_active,6,barrier_abs_error,0.418173575205909,0.937,1000
learned_active,6,barrier_abs_error,0.4264638923112622,0.938,1000
learned_active,6,barrier_abs_error,0.4266512872695396,0.939,1000
learned_active,6,barrier_abs_error,0.4375,0.94,1000
learned_active,6,barrier_abs_error,0.4375,0.941,1000
learned_active,6,barrier_abs_error,0.4375,0.942,1000
learned_active,6,barrier_abs_error,0.4388816414452408,0.943,1000
learned_active,6,barrier_abs_error,0.4525022271028902,0.944,1000
learned_active,6,barrier_abs_error,0.4556589103775152,0.945,1000
learned_active,6,barrier_abs_error,0.4591183660892488,0.946,1000
learned_active,6,barrier_abs_error,0.4617707039121477,0.947,1000
learned_active,6,barrier_abs_error,0.5,0.948,1000
learned_active,6,barrier_abs_error,0.5,0.949,1000
learned_active,6,barrier_abs_error,0.5068200457538481,0.95,1000
learned_active,6,barrier_abs_error,0.5104834135452734,0.951,1000
learned_active,6,barrier_abs_error,0.53125,0.952,1000
learned_active,6,barrier_abs_error,0.5625,0.953,1000
learned_active,6,barrier_abs_error,0.59375,0.954,1000
learned_active,6,barrier_abs_error,0.59375,0.955,1000
learned_active,6,barrier_abs_error,0.6181843154209048,0.956,1000
learned_active,6,barrier_abs_error,0.623532403111229,0.957,1000
learned_active,6,barrier_abs_error,0.625,0.958,1000
learned_active,6,barrier_abs_error,0.625,0.959,1000
learned_active,6,barrier_abs_error,0.6346763580375576,0.96,1000
learned_active,6,barrier_abs_error,0.6433560088455952,0.961,1000
learned_active,6,barrier_abs_error,0.6536965677527125,0.962,1000
learned_active,6,barrier_abs_error,0.6875,0.963,1000
learned_active,6,barrier_abs_error,0.714135100609333,0.964,1000
learned_active,6,barrier_abs_error,0.71875,0.965,1000
learned_active,6,barrier_abs_error,0.7304070058249419,0.966,1000
learned_active,6,barrier_abs_error,0.75,0.967,1000
learned_active,6,barrier_abs_error,0.75,0.968,1000
learned_active,6,barrier_abs_error,0.7535221284880222,0.969,1000
learned_active,6,barrier_abs_error,0.8789943955582613,0.97,1000
learned_active,6,barrier_abs_error,0.8989254863526579,0.971,1000
learned_active,6,barrier_abs_error,0.957678463411531,0.972,1000
learned_active,6,barrier_abs_error,1.0442549725067485,0.973,1000
learned_active,6,barrier_abs_error,1.0625,0.974,1000
learned_active,6,barrier_abs_error,1.0906553626091997,0.975,1000
learned_active,6,barrier_abs_error,1.099441206765075,0.976,1000
learned_active,6,barrier_abs_error,1.138834577559653,0.977,1000
learned_active,6,barrier_abs_error,1.3125,0.978,1000
learned_active,6,barrier_abs_error,1.3125,0.979,1000
learned_active,6,barrier_abs_error,1.4005561314874455,0.98,1000
learned_active,6,barrier_abs_error,1.4375,0.981,1000
learned_active,6,barrier_abs_error,1.5157884480370818,0.982,1000
learned_active,6,barrier_abs_error,1.5659518344681662,0.983,1000
learned_active,6,barrier_abs_error,1.6733289023338642,0.984,1000
learned_active,6,barrier_abs_error,1.6875,0.985,1000
learned_active,6,barrier_abs_error,1.690211913975002,0.986,1000
learned_active,6,barrier_abs_error,1.8125,0.987,1000
learned_active,6,barrier_abs_error,1.875,0.988,1000
learned_active,6,barrier_abs_error,2.0625,0.989,1000
learned_active,6,barrier_abs_error,2.0625,0.99,1000
learned_active,6,barrier_abs_error,2.085830968233359,0.991,1000
learned_active,6,barrier_abs_error,2.1340927531252483,0.992,1000
learned_active,6,barrier_abs_error,2.1981641853708176,0.993,1000
learned_active,6,barrier_abs_error,2.263542273172032,0.994,1000
learned_active,6,barrier_abs_error,2.542445800254427,0.995,1000
learned_active,6,barrier_abs_error,2.931402980502332,0.996,1000
